Number of time steps: 1000
Initial temperature [K]: 1.500000e+02
Time [ps]                     Kinetic Energy [epsilon]      Potential Energy [epsilon]    Total Energy [epsilon]        Temperature [K]               Diffusion constant [sigma*sqrt(epsilon/u)]
7.530000e+00                  4.816178e+02                  -3.114862e+03                 -2.633244e+03                 7.679001e+01                  6.368190e-04                  
7.540000e+00                  4.830778e+02                  -3.116330e+03                 -2.633252e+03                 7.702280e+01                  6.366181e-04                  
7.550000e+00                  4.840895e+02                  -3.117345e+03                 -2.633255e+03                 7.718411e+01                  6.364573e-04                  
7.560000e+00                  4.845829e+02                  -3.117837e+03                 -2.633254e+03                 7.726278e+01                  6.363389e-04                  
7.570000e+00                  4.845604e+02                  -3.117810e+03                 -2.633249e+03                 7.725919e+01                  6.362633e-04                  
7.580000e+00                  4.840780e+02                  -3.117321e+03                 -2.633243e+03                 7.718227e+01                  6.362288e-04                  
7.590000e+00                  4.832231e+02                  -3.116460e+03                 -2.633236e+03                 7.704597e+01                  6.362316e-04                  
7.600000e+00                  4.820967e+02                  -3.115327e+03                 -2.633230e+03                 7.686637e+01                  6.362663e-04                  
7.610000e+00                  4.808007e+02                  -3.114025e+03                 -2.633224e+03                 7.665974e+01                  6.363263e-04                  
7.620000e+00                  4.794278e+02                  -3.112648e+03                 -2.633220e+03                 7.644084e+01                  6.364043e-04                  
7.630000e+00                  4.780512e+02                  -3.111270e+03                 -2.633218e+03                 7.622135e+01                  6.364927e-04                  
7.640000e+00                  4.767170e+02                  -3.109935e+03                 -2.633218e+03                 7.600862e+01                  6.365840e-04                  
7.650000e+00                  4.754447e+02                  -3.108663e+03                 -2.633219e+03                 7.580576e+01                  6.366709e-04                  
7.660000e+00                  4.742398e+02                  -3.107458e+03                 -2.633219e+03                 7.561366e+01                  6.367465e-04                  
7.670000e+00                  4.731139e+02                  -3.106330e+03                 -2.633217e+03                 7.543413e+01                  6.368043e-04                  
7.680000e+00                  4.721022e+02                  -3.105314e+03                 -2.633212e+03                 7.527284e+01                  6.368383e-04                  
7.690000e+00                  4.712706e+02                  -3.104476e+03                 -2.633206e+03                 7.514023e+01                  6.368434e-04                  
7.700000e+00                  4.707050e+02                  -3.103904e+03                 -2.633199e+03                 7.505005e+01                  6.368156e-04                  
7.710000e+00                  4.704889e+02                  -3.103683e+03                 -2.633195e+03                 7.501561e+01                  6.367527e-04                  
7.720000e+00                  4.706740e+02                  -3.103868e+03                 -2.633194e+03                 7.504511e+01                  6.366546e-04                  
7.730000e+00                  4.712532e+02                  -3.104451e+03                 -2.633198e+03                 7.513746e+01                  6.365236e-04                  
7.740000e+00                  4.721487e+02                  -3.105356e+03                 -2.633207e+03                 7.528025e+01                  6.363640e-04                  
7.750000e+00                  4.732204e+02                  -3.106438e+03                 -2.633218e+03                 7.545112e+01                  6.361821e-04                  
7.760000e+00                  4.742964e+02                  -3.107524e+03                 -2.633228e+03                 7.562267e+01                  6.359849e-04                  
7.770000e+00                  4.752154e+02                  -3.108450e+03                 -2.633235e+03                 7.576921e+01                  6.357796e-04                  
7.780000e+00                  4.758646e+02                  -3.109101e+03                 -2.633237e+03                 7.587272e+01                  6.355724e-04                  
7.790000e+00                  4.761977e+02                  -3.109432e+03                 -2.633235e+03                 7.592583e+01                  6.353683e-04                  
7.800000e+00                  4.762276e+02                  -3.109458e+03                 -2.633231e+03                 7.593059e+01                  6.351705e-04                  
7.810000e+00                  4.759991e+02                  -3.109226e+03                 -2.633227e+03                 7.589415e+01                  6.349811e-04                  
7.820000e+00                  4.755598e+02                  -3.108784e+03                 -2.633224e+03                 7.582412e+01                  6.348011e-04                  
7.830000e+00                  4.749419e+02                  -3.108165e+03                 -2.633223e+03                 7.572559e+01                  6.346308e-04                  
7.840000e+00                  4.741611e+02                  -3.107384e+03                 -2.633222e+03                 7.560110e+01                  6.344699e-04                  
7.850000e+00                  4.732289e+02                  -3.106450e+03                 -2.633221e+03                 7.545248e+01                  6.343177e-04                  
7.860000e+00                  4.721680e+02                  -3.105387e+03                 -2.633219e+03                 7.528332e+01                  6.341731e-04                  
7.870000e+00                  4.710201e+02                  -3.104235e+03                 -2.633215e+03                 7.510029e+01                  6.340344e-04                  
7.880000e+00                  4.698429e+02                  -3.103054e+03                 -2.633211e+03                 7.491260e+01                  6.339000e-04                  
7.890000e+00                  4.686952e+02                  -3.101904e+03                 -2.633209e+03                 7.472961e+01                  6.337679e-04                  
7.900000e+00                  4.676177e+02                  -3.100826e+03                 -2.633209e+03                 7.455782e+01                  6.336367e-04                  
7.910000e+00                  4.666203e+02                  -3.099831e+03                 -2.633211e+03                 7.439879e+01                  6.335049e-04                  
7.920000e+00                  4.656824e+02                  -3.098896e+03                 -2.633214e+03                 7.424925e+01                  6.333717e-04                  
7.930000e+00                  4.647672e+02                  -3.097984e+03                 -2.633217e+03                 7.410332e+01                  6.332363e-04                  
7.940000e+00                  4.638418e+02                  -3.097060e+03                 -2.633218e+03                 7.395578e+01                  6.330981e-04                  
7.950000e+00                  4.628956e+02                  -3.096113e+03                 -2.633218e+03                 7.380491e+01                  6.329562e-04                  
7.960000e+00                  4.619471e+02                  -3.095162e+03                 -2.633215e+03                 7.365368e+01                  6.328094e-04                  
7.970000e+00                  4.610405e+02                  -3.094252e+03                 -2.633212e+03                 7.350913e+01                  6.326565e-04                  
7.980000e+00                  4.602327e+02                  -3.093441e+03                 -2.633209e+03                 7.338033e+01                  6.324960e-04                  
7.990000e+00                  4.595771e+02                  -3.092784e+03                 -2.633207e+03                 7.327581e+01                  6.323269e-04                  
8.000000e+00                  4.591099e+02                  -3.092316e+03                 -2.633207e+03                 7.320131e+01                  6.321485e-04                  
8.010000e+00                  4.588422e+02                  -3.092050e+03                 -2.633208e+03                 7.315864e+01                  6.319607e-04                  
8.020000e+00                  4.587607e+02                  -3.091971e+03                 -2.633210e+03                 7.314564e+01                  6.317641e-04                  
8.030000e+00                  4.588339e+02                  -3.092047e+03                 -2.633213e+03                 7.315730e+01                  6.315594e-04                  
8.040000e+00                  4.590219e+02                  -3.092238e+03                 -2.633216e+03                 7.318728e+01                  6.313481e-04                  
8.050000e+00                  4.592885e+02                  -3.092506e+03                 -2.633218e+03                 7.322978e+01                  6.311314e-04                  
8.060000e+00                  4.596153e+02                  -3.092832e+03                 -2.633216e+03                 7.328190e+01                  6.309103e-04                  
8.070000e+00                  4.600196e+02                  -3.093231e+03                 -2.633212e+03                 7.334635e+01                  6.306859e-04                  
8.080000e+00                  4.605650e+02                  -3.093769e+03                 -2.633204e+03                 7.343331e+01                  6.304588e-04                  
8.090000e+00                  4.613534e+02                  -3.094549e+03                 -2.633195e+03                 7.355903e+01                  6.302299e-04                  
8.100000e+00                  4.624909e+02                  -3.095681e+03                 -2.633190e+03                 7.374038e+01                  6.300009e-04                  
8.110000e+00                  4.640396e+02                  -3.097229e+03                 -2.633190e+03                 7.398732e+01                  6.297745e-04                  
8.120000e+00                  4.659831e+02                  -3.099178e+03                 -2.633195e+03                 7.429719e+01                  6.295548e-04                  
8.130000e+00                  4.682237e+02                  -3.101427e+03                 -2.633204e+03                 7.465444e+01                  6.293473e-04                  
8.140000e+00                  4.706128e+02                  -3.103826e+03                 -2.633213e+03                 7.503536e+01                  6.291584e-04                  
8.150000e+00                  4.729931e+02                  -3.106213e+03                 -2.633220e+03                 7.541487e+01                  6.289948e-04                  
8.160000e+00                  4.752328e+02                  -3.108457e+03                 -2.633225e+03                 7.577197e+01                  6.288630e-04                  
8.170000e+00                  4.772378e+02                  -3.110465e+03                 -2.633227e+03                 7.609165e+01                  6.287687e-04                  
8.180000e+00                  4.789443e+02                  -3.112174e+03                 -2.633230e+03                 7.636375e+01                  6.287169e-04                  
8.190000e+00                  4.803010e+02                  -3.113533e+03                 -2.633233e+03                 7.658005e+01                  6.287112e-04                  
8.200000e+00                  4.812499e+02                  -3.114487e+03                 -2.633237e+03                 7.673135e+01                  6.287545e-04                  
8.210000e+00                  4.817162e+02                  -3.114960e+03                 -2.633244e+03                 7.680570e+01                  6.288483e-04                  
8.220000e+00                  4.816077e+02                  -3.114859e+03                 -2.633251e+03                 7.678841e+01                  6.289928e-04                  
8.230000e+00                  4.808250e+02                  -3.114084e+03                 -2.633259e+03                 7.666361e+01                  6.291864e-04                  
8.240000e+00                  4.792792e+02                  -3.112544e+03                 -2.633265e+03                 7.641713e+01                  6.294255e-04                  
8.250000e+00                  4.769140e+02                  -3.110182e+03                 -2.633268e+03                 7.604003e+01                  6.297040e-04                  
8.260000e+00                  4.737290e+02                  -3.106995e+03                 -2.633266e+03                 7.553221e+01                  6.300135e-04                  
8.270000e+00                  4.697993e+02                  -3.103059e+03                 -2.633259e+03                 7.490565e+01                  6.303424e-04                  
8.280000e+00                  4.652893e+02                  -3.098536e+03                 -2.633247e+03                 7.418658e+01                  6.306771e-04                  
8.290000e+00                  4.604553e+02                  -3.093684e+03                 -2.633229e+03                 7.341582e+01                  6.310016e-04                  
8.300000e+00                  4.556323e+02                  -3.088839e+03                 -2.633207e+03                 7.264683e+01                  6.312994e-04                  
8.310000e+00                  4.512070e+02                  -3.084391e+03                 -2.633184e+03                 7.194126e+01                  6.315538e-04                  
8.320000e+00                  4.475791e+02                  -3.080742e+03                 -2.633163e+03                 7.136282e+01                  6.317495e-04                  
8.330000e+00                  4.451162e+02                  -3.078262e+03                 -2.633146e+03                 7.097014e+01                  6.318744e-04                  
8.340000e+00                  4.441056e+02                  -3.077242e+03                 -2.633137e+03                 7.080900e+01                  6.319204e-04                  
8.350000e+00                  4.447061e+02                  -3.077844e+03                 -2.633138e+03                 7.090474e+01                  6.318846e-04                  
8.360000e+00                  4.469091e+02                  -3.080059e+03                 -2.633149e+03                 7.125599e+01                  6.317703e-04                  
8.370000e+00                  4.505245e+02                  -3.083696e+03                 -2.633171e+03                 7.183244e+01                  6.315865e-04                  
8.380000e+00                  4.552034e+02                  -3.088402e+03                 -2.633199e+03                 7.257846e+01                  6.313474e-04                  
8.390000e+00                  4.604942e+02                  -3.093722e+03                 -2.633228e+03                 7.342203e+01                  6.310714e-04                  
8.400000e+00                  4.659131e+02                  -3.099168e+03                 -2.633255e+03                 7.428603e+01                  6.307787e-04                  
8.410000e+00                  4.710063e+02                  -3.104283e+03                 -2.633276e+03                 7.509810e+01                  6.304902e-04                  
8.420000e+00                  4.753898e+02                  -3.108682e+03                 -2.633292e+03                 7.579701e+01                  6.302255e-04                  
8.430000e+00                  4.787691e+02                  -3.112072e+03                 -2.633303e+03                 7.633581e+01                  6.300014e-04                  
8.440000e+00                  4.809462e+02                  -3.114254e+03                 -2.633307e+03                 7.668292e+01                  6.298313e-04                  
8.450000e+00                  4.818207e+02                  -3.115127e+03                 -2.633307e+03                 7.682236e+01                  6.297242e-04                  
8.460000e+00                  4.813880e+02                  -3.114689e+03                 -2.633301e+03                 7.675338e+01                  6.296845e-04                  
8.470000e+00                  4.797344e+02                  -3.113025e+03                 -2.633290e+03                 7.648972e+01                  6.297122e-04                  
8.480000e+00                  4.770297e+02                  -3.110305e+03                 -2.633276e+03                 7.605847e+01                  6.298032e-04                  
8.490000e+00                  4.735186e+02                  -3.106776e+03                 -2.633257e+03                 7.549867e+01                  6.299496e-04                  
8.500000e+00                  4.695117e+02                  -3.102747e+03                 -2.633236e+03                 7.485980e+01                  6.301408e-04                  
8.510000e+00                  4.653709e+02                  -3.098583e+03                 -2.633212e+03                 7.419958e+01                  6.303646e-04                  
8.520000e+00                  4.614874e+02                  -3.094676e+03                 -2.633189e+03                 7.358038e+01                  6.306079e-04                  
8.530000e+00                  4.582448e+02                  -3.091414e+03                 -2.633169e+03                 7.306337e+01                  6.308580e-04                  
8.540000e+00                  4.559657e+02                  -3.089122e+03                 -2.633156e+03                 7.270000e+01                  6.311044e-04                  
8.550000e+00                  4.548500e+02                  -3.088005e+03                 -2.633155e+03                 7.252210e+01                  6.313388e-04                  
8.560000e+00                  4.549283e+02                  -3.088092e+03                 -2.633164e+03                 7.253458e+01                  6.315569e-04                  
8.570000e+00                  4.560577e+02                  -3.089240e+03                 -2.633182e+03                 7.271467e+01                  6.317576e-04                  
8.580000e+00                  4.579646e+02                  -3.091168e+03                 -2.633203e+03                 7.301871e+01                  6.319431e-04                  
8.590000e+00                  4.603099e+02                  -3.093535e+03                 -2.633225e+03                 7.339264e+01                  6.321176e-04                  
8.600000e+00                  4.627446e+02                  -3.095990e+03                 -2.633245e+03                 7.378083e+01                  6.322866e-04                  
8.610000e+00                  4.649421e+02                  -3.098205e+03                 -2.633263e+03                 7.413121e+01                  6.324557e-04                  
8.620000e+00                  4.666132e+02                  -3.099892e+03                 -2.633278e+03                 7.439765e+01                  6.326294e-04                  
8.630000e+00                  4.675210e+02                  -3.100810e+03                 -2.633289e+03                 7.454239e+01                  6.328106e-04                  
8.640000e+00                  4.675074e+02                  -3.100801e+03                 -2.633294e+03                 7.454023e+01                  6.329997e-04                  
8.650000e+00                  4.665286e+02                  -3.099817e+03                 -2.633288e+03                 7.438417e+01                  6.331942e-04                  
8.660000e+00                  4.646863e+02                  -3.097960e+03                 -2.633273e+03                 7.409043e+01                  6.333883e-04                  
8.670000e+00                  4.622303e+02                  -3.095482e+03                 -2.633251e+03                 7.369884e+01                  6.335736e-04                  
8.680000e+00                  4.595098e+02                  -3.092739e+03                 -2.633229e+03                 7.326508e+01                  6.337399e-04                  
8.690000e+00                  4.568772e+02                  -3.090091e+03                 -2.633214e+03                 7.284533e+01                  6.338762e-04                  
8.700000e+00                  4.545869e+02                  -3.087795e+03                 -2.633208e+03                 7.248016e+01                  6.339722e-04                  
8.710000e+00                  4.527473e+02                  -3.085958e+03                 -2.633211e+03                 7.218685e+01                  6.340193e-04                  
8.720000e+00                  4.513469e+02                  -3.084563e+03                 -2.633216e+03                 7.196356e+01                  6.340109e-04                  
8.730000e+00                  4.503234e+02                  -3.083544e+03                 -2.633220e+03                 7.180038e+01                  6.339423e-04                  
8.740000e+00                  4.496279e+02                  -3.082849e+03                 -2.633221e+03                 7.168949e+01                  6.338107e-04                  
8.750000e+00                  4.492520e+02                  -3.082471e+03                 -2.633219e+03                 7.162956e+01                  6.336149e-04                  
8.760000e+00                  4.492176e+02                  -3.082434e+03                 -2.633216e+03                 7.162406e+01                  6.333552e-04                  
8.770000e+00                  4.495488e+02                  -3.082764e+03                 -2.633215e+03                 7.167688e+01                  6.330335e-04                  
8.780000e+00                  4.502533e+02                  -3.083468e+03                 -2.633214e+03                 7.178920e+01                  6.326530e-04                  
8.790000e+00                  4.513201e+02                  -3.084535e+03                 -2.633214e+03                 7.195929e+01                  6.322185e-04                  
8.800000e+00                  4.527270e+02                  -3.085942e+03                 -2.633215e+03                 7.218361e+01                  6.317356e-04                  
8.810000e+00                  4.544423e+02                  -3.087658e+03                 -2.633216e+03                 7.245710e+01                  6.312108e-04                  
8.820000e+00                  4.564194e+02                  -3.089638e+03                 -2.633219e+03                 7.277233e+01                  6.306511e-04                  
8.830000e+00                  4.585940e+02                  -3.091816e+03                 -2.633222e+03                 7.311906e+01                  6.300639e-04                  
8.840000e+00                  4.608898e+02                  -3.094116e+03                 -2.633226e+03                 7.348510e+01                  6.294563e-04                  
8.850000e+00                  4.632251e+02                  -3.096455e+03                 -2.633230e+03                 7.385744e+01                  6.288349e-04                  
8.860000e+00                  4.655120e+02                  -3.098748e+03                 -2.633236e+03                 7.422208e+01                  6.282055e-04                  
8.870000e+00                  4.676427e+02                  -3.100887e+03                 -2.633244e+03                 7.456180e+01                  6.275727e-04                  
8.880000e+00                  4.694740e+02                  -3.102729e+03                 -2.633255e+03                 7.485379e+01                  6.269392e-04                  
8.890000e+00                  4.708319e+02                  -3.104099e+03                 -2.633267e+03                 7.507029e+01                  6.263056e-04                  
8.900000e+00                  4.715480e+02                  -3.104822e+03                 -2.633274e+03                 7.518446e+01                  6.256697e-04                  
8.910000e+00                  4.715176e+02                  -3.104791e+03                 -2.633274e+03                 7.517963e+01                  6.250262e-04                  
8.920000e+00                  4.707517e+02                  -3.104016e+03                 -2.633264e+03                 7.505750e+01                  6.243663e-04                  
8.930000e+00                  4.693929e+02                  -3.102640e+03                 -2.633247e+03                 7.484085e+01                  6.236786e-04                  
8.940000e+00                  4.676872e+02                  -3.100915e+03                 -2.633228e+03                 7.456889e+01                  6.229504e-04                  
8.950000e+00                  4.659197e+02                  -3.099131e+03                 -2.633211e+03                 7.428708e+01                  6.221691e-04                  
8.960000e+00                  4.643419e+02                  -3.097542e+03                 -2.633200e+03                 7.403551e+01                  6.213240e-04                  
8.970000e+00                  4.631205e+02                  -3.096317e+03                 -2.633196e+03                 7.384077e+01                  6.204082e-04                  
8.980000e+00                  4.623244e+02                  -3.095521e+03                 -2.633197e+03                 7.371383e+01                  6.194190e-04                  
8.990000e+00                  4.619452e+02                  -3.095146e+03                 -2.633201e+03                 7.365337e+01                  6.183578e-04                  
9.000000e+00                  4.619326e+02                  -3.095137e+03                 -2.633204e+03                 7.365137e+01                  6.172297e-04                  
9.010000e+00                  4.622241e+02                  -3.095432e+03                 -2.633208e+03                 7.369785e+01                  6.160422e-04                  
9.020000e+00                  4.627597e+02                  -3.095971e+03                 -2.633211e+03                 7.378324e+01                  6.148047e-04                  
9.030000e+00                  4.634841e+02                  -3.096699e+03                 -2.633214e+03                 7.389874e+01                  6.135272e-04                  
9.040000e+00                  4.643434e+02                  -3.097561e+03                 -2.633218e+03                 7.403575e+01                  6.122202e-04                  
9.050000e+00                  4.652822e+02                  -3.098504e+03                 -2.633222e+03                 7.418543e+01                  6.108939e-04                  
9.060000e+00                  4.662401e+02                  -3.099467e+03                 -2.633226e+03                 7.433816e+01                  6.095583e-04                  
9.070000e+00                  4.671457e+02                  -3.100378e+03                 -2.633233e+03                 7.448255e+01                  6.082226e-04                  
9.080000e+00                  4.679100e+02                  -3.101151e+03                 -2.633241e+03                 7.460442e+01                  6.068955e-04                  
9.090000e+00                  4.684238e+02                  -3.101674e+03                 -2.633250e+03                 7.468633e+01                  6.055844e-04                  
9.100000e+00                  4.685667e+02                  -3.101826e+03                 -2.633259e+03                 7.470912e+01                  6.042956e-04                  
9.110000e+00                  4.682328e+02                  -3.101498e+03                 -2.633265e+03                 7.465588e+01                  6.030334e-04                  
9.120000e+00                  4.673620e+02                  -3.100629e+03                 -2.633267e+03                 7.451704e+01                  6.018000e-04                  
9.130000e+00                  4.659602e+02                  -3.099225e+03                 -2.633265e+03                 7.429354e+01                  6.005952e-04                  
9.140000e+00                  4.640958e+02                  -3.097355e+03                 -2.633259e+03                 7.399628e+01                  5.994167e-04                  
9.150000e+00                  4.618819e+02                  -3.095133e+03                 -2.633252e+03                 7.364328e+01                  5.982596e-04                  
9.160000e+00                  4.594624e+02                  -3.092704e+03                 -2.633242e+03                 7.325751e+01                  5.971176e-04                  
9.170000e+00                  4.570115e+02                  -3.090240e+03                 -2.633229e+03                 7.286674e+01                  5.959826e-04                  
9.180000e+00                  4.547369e+02                  -3.087951e+03                 -2.633214e+03                 7.250407e+01                  5.948458e-04                  
9.190000e+00                  4.528732e+02                  -3.086071e+03                 -2.633198e+03                 7.220692e+01                  5.936983e-04                  
9.200000e+00                  4.516539e+02                  -3.084839e+03                 -2.633185e+03                 7.201251e+01                  5.925319e-04                  
9.210000e+00                  4.512610e+02                  -3.084440e+03                 -2.633179e+03                 7.194987e+01                  5.913404e-04                  
9.220000e+00                  4.517766e+02                  -3.084957e+03                 -2.633180e+03                 7.203208e+01                  5.901202e-04                  
9.230000e+00                  4.531631e+02                  -3.086352e+03                 -2.633188e+03                 7.225314e+01                  5.888714e-04                  
9.240000e+00                  4.552809e+02                  -3.088481e+03                 -2.633200e+03                 7.259082e+01                  5.875970e-04                  
9.250000e+00                  4.579249e+02                  -3.091139e+03                 -2.633214e+03                 7.301238e+01                  5.863033e-04                  
9.260000e+00                  4.608564e+02                  -3.094085e+03                 -2.633229e+03                 7.347978e+01                  5.849983e-04                  
9.270000e+00                  4.638285e+02                  -3.097071e+03                 -2.633242e+03                 7.395366e+01                  5.836916e-04                  
9.280000e+00                  4.666083e+02                  -3.099862e+03                 -2.633254e+03                 7.439687e+01                  5.823929e-04                  
9.290000e+00                  4.690007e+02                  -3.102262e+03                 -2.633262e+03                 7.477831e+01                  5.811114e-04                  
9.300000e+00                  4.708700e+02                  -3.104135e+03                 -2.633265e+03                 7.507636e+01                  5.798546e-04                  
9.310000e+00                  4.721524e+02                  -3.105416e+03                 -2.633264e+03                 7.528083e+01                  5.786284e-04                  
9.320000e+00                  4.728554e+02                  -3.106114e+03                 -2.633259e+03                 7.539292e+01                  5.774365e-04                  
9.330000e+00                  4.730473e+02                  -3.106299e+03                 -2.633251e+03                 7.542352e+01                  5.762805e-04                  
9.340000e+00                  4.728431e+02                  -3.106085e+03                 -2.633242e+03                 7.539096e+01                  5.751602e-04                  
9.350000e+00                  4.723928e+02                  -3.105624e+03                 -2.633231e+03                 7.531916e+01                  5.740742e-04                  
9.360000e+00                  4.718737e+02                  -3.105093e+03                 -2.633219e+03                 7.523640e+01                  5.730203e-04                  
9.370000e+00                  4.714791e+02                  -3.104686e+03                 -2.633207e+03                 7.517348e+01                  5.719958e-04                  
9.380000e+00                  4.713975e+02                  -3.104595e+03                 -2.633197e+03                 7.516047e+01                  5.709986e-04                  
9.390000e+00                  4.717816e+02                  -3.104973e+03                 -2.633192e+03                 7.522171e+01                  5.700271e-04                  
9.400000e+00                  4.727164e+02                  -3.105908e+03                 -2.633191e+03                 7.537076e+01                  5.690807e-04                  
9.410000e+00                  4.742040e+02                  -3.107400e+03                 -2.633196e+03                 7.560794e+01                  5.681600e-04                  
9.420000e+00                  4.761713e+02                  -3.109374e+03                 -2.633203e+03                 7.592161e+01                  5.672665e-04                  
9.430000e+00                  4.784965e+02                  -3.111708e+03                 -2.633211e+03                 7.629235e+01                  5.664026e-04                  
9.440000e+00                  4.810395e+02                  -3.114258e+03                 -2.633219e+03                 7.669781e+01                  5.655713e-04                  
9.450000e+00                  4.836640e+02                  -3.116889e+03                 -2.633225e+03                 7.711627e+01                  5.647763e-04                  
9.460000e+00                  4.862476e+02                  -3.119478e+03                 -2.633231e+03                 7.752820e+01                  5.640217e-04                  
9.470000e+00                  4.886826e+02                  -3.121918e+03                 -2.633235e+03                 7.791643e+01                  5.633120e-04                  
9.480000e+00                  4.908743e+02                  -3.124114e+03                 -2.633240e+03                 7.826588e+01                  5.626519e-04                  
9.490000e+00                  4.927396e+02                  -3.125983e+03                 -2.633243e+03                 7.856330e+01                  5.620463e-04                  
9.500000e+00                  4.942089e+02                  -3.127455e+03                 -2.633246e+03                 7.879756e+01                  5.614999e-04                  
9.510000e+00                  4.952288e+02                  -3.128476e+03                 -2.633248e+03                 7.896018e+01                  5.610170e-04                  
9.520000e+00                  4.957680e+02                  -3.129016e+03                 -2.633248e+03                 7.904614e+01                  5.606013e-04                  
9.530000e+00                  4.958224e+02                  -3.129068e+03                 -2.633246e+03                 7.905482e+01                  5.602553e-04                  
9.540000e+00                  4.954232e+02                  -3.128665e+03                 -2.633242e+03                 7.899116e+01                  5.599804e-04                  
9.550000e+00                  4.946417e+02                  -3.127876e+03                 -2.633235e+03                 7.886657e+01                  5.597766e-04                  
9.560000e+00                  4.935880e+02                  -3.126814e+03                 -2.633226e+03                 7.869856e+01                  5.596428e-04                  
9.570000e+00                  4.923949e+02                  -3.125613e+03                 -2.633218e+03                 7.850833e+01                  5.595769e-04                  
9.580000e+00                  4.911895e+02                  -3.124402e+03                 -2.633212e+03                 7.831615e+01                  5.595765e-04                  
9.590000e+00                  4.900589e+02                  -3.123270e+03                 -2.633211e+03                 7.813587e+01                  5.596390e-04                  
9.600000e+00                  4.890218e+02                  -3.122237e+03                 -2.633215e+03                 7.797052e+01                  5.597620e-04                  
9.610000e+00                  4.880211e+02                  -3.121245e+03                 -2.633224e+03                 7.781097e+01                  5.599438e-04                  
9.620000e+00                  4.869399e+02                  -3.120173e+03                 -2.633233e+03                 7.763857e+01                  5.601825e-04                  
9.630000e+00                  4.856398e+02                  -3.118881e+03                 -2.633242e+03                 7.743129e+01                  5.604760e-04                  
9.640000e+00                  4.840083e+02                  -3.117254e+03                 -2.633246e+03                 7.717116e+01                  5.608213e-04                  
9.650000e+00                  4.819951e+02                  -3.115240e+03                 -2.633245e+03                 7.685017e+01                  5.612141e-04                  
9.660000e+00                  4.796220e+02                  -3.112863e+03                 -2.633241e+03                 7.647181e+01                  5.616483e-04                  
9.670000e+00                  4.769640e+02                  -3.110200e+03                 -2.633236e+03                 7.604801e+01                  5.621164e-04                  
9.680000e+00                  4.741160e+02                  -3.107348e+03                 -2.633232e+03                 7.559391e+01                  5.626094e-04                  
9.690000e+00                  4.711698e+02                  -3.104398e+03                 -2.633228e+03                 7.512416e+01                  5.631176e-04                  
9.700000e+00                  4.682202e+02                  -3.101443e+03                 -2.633223e+03                 7.465388e+01                  5.636305e-04                  
9.710000e+00                  4.653958e+02                  -3.098609e+03                 -2.633213e+03                 7.420355e+01                  5.641374e-04                  
9.720000e+00                  4.628910e+02                  -3.096088e+03                 -2.633198e+03                 7.380418e+01                  5.646273e-04                  
9.730000e+00                  4.609680e+02                  -3.094148e+03                 -2.633180e+03                 7.349757e+01                  5.650899e-04                  
9.740000e+00                  4.599143e+02                  -3.093078e+03                 -2.633164e+03                 7.332957e+01                  5.655162e-04                  
9.750000e+00                  4.599672e+02                  -3.093124e+03                 -2.633156e+03                 7.333800e+01                  5.658995e-04                  
9.760000e+00                  4.612384e+02                  -3.094398e+03                 -2.633160e+03                 7.354068e+01                  5.662363e-04                  
9.770000e+00                  4.636659e+02                  -3.096840e+03                 -2.633174e+03                 7.392774e+01                  5.665267e-04                  
9.780000e+00                  4.670058e+02                  -3.100205e+03                 -2.633199e+03                 7.446025e+01                  5.667744e-04                  
9.790000e+00                  4.708662e+02                  -3.104095e+03                 -2.633228e+03                 7.507575e+01                  5.669858e-04                  
9.800000e+00                  4.747794e+02                  -3.108036e+03                 -2.633257e+03                 7.569968e+01                  5.671689e-04                  
9.810000e+00                  4.782915e+02                  -3.111570e+03                 -2.633279e+03                 7.625967e+01                  5.673321e-04                  
9.820000e+00                  4.810407e+02                  -3.114332e+03                 -2.633292e+03                 7.669800e+01                  5.674825e-04                  
9.830000e+00                  4.828030e+02                  -3.116099e+03                 -2.633296e+03                 7.697898e+01                  5.676251e-04                  
9.840000e+00                  4.834995e+02                  -3.116791e+03                 -2.633292e+03                 7.709003e+01                  5.677624e-04                  
9.850000e+00                  4.831750e+02                  -3.116458e+03                 -2.633283e+03                 7.703830e+01                  5.678943e-04                  
9.860000e+00                  4.819634e+02                  -3.115235e+03                 -2.633271e+03                 7.684512e+01                  5.680183e-04                  
9.870000e+00                  4.800525e+02                  -3.113311e+03                 -2.633259e+03                 7.654043e+01                  5.681303e-04                  
9.880000e+00                  4.776559e+02                  -3.110902e+03                 -2.633246e+03                 7.615832e+01                  5.682245e-04                  
9.890000e+00                  4.749955e+02                  -3.108229e+03                 -2.633233e+03                 7.573415e+01                  5.682945e-04                  
9.900000e+00                  4.722925e+02                  -3.105514e+03                 -2.633221e+03                 7.530317e+01                  5.683333e-04                  
9.910000e+00                  4.697633e+02                  -3.102973e+03                 -2.633210e+03                 7.489991e+01                  5.683339e-04                  
9.920000e+00                  4.676093e+02                  -3.100810e+03                 -2.633200e+03                 7.455647e+01                  5.682896e-04                  
9.930000e+00                  4.659879e+02                  -3.099184e+03                 -2.633196e+03                 7.429796e+01                  5.681945e-04                  
9.940000e+00                  4.649714e+02                  -3.098171e+03                 -2.633199e+03                 7.413589e+01                  5.680444e-04                  
9.950000e+00                  4.645207e+02                  -3.097729e+03                 -2.633209e+03                 7.406403e+01                  5.678366e-04                  
